index,y_hat,labels,y_hat_1,labels_1,y_hat_2,labels_2,y_hat_3,labels_3,y,anomalies,y_hat_6
2022-03-16 22:00:00,16083.104169102628,0,16083.104169102628,0,16083.104169102628,0,16083.104169102628,0,16083.104169102628,0,16083.104169102628
2022-03-16 23:00:00,16016.690726871366,0,16016.690726871366,0,16016.690726871366,0,16016.690726871366,0,16016.690726871366,0,16016.690726871366
2022-03-17 00:00:00,16320.514565864383,0,16320.514565864383,0,16320.514565864383,0,16320.514565864383,0,16320.514565864383,0,16320.514565864383
2022-03-17 01:00:00,15958.408933363788,0,15958.408933363788,0,15958.408933363788,0,15958.408933363788,0,15958.408933363788,0,15958.408933363788
2022-03-17 02:00:00,15908.184618048495,0,15908.184618048495,0,15908.184618048495,0,15908.184618048495,0,15908.184618048495,0,15908.184618048495
2022-03-17 03:00:00,16031.057564846078,0,16031.057564846078,0,16031.057564846078,0,16031.057564846078,0,16031.057564846078,0,16031.057564846078
2022-03-17 04:00:00,16052.756457780177,0,16052.756457780177,0,16052.756457780177,0,16052.756457780177,0,16052.756457780177,0,16052.756457780177
2022-03-17 05:00:00,16096.645361107298,0,16096.645361107298,0,16096.645361107298,0,16096.645361107298,0,16096.645361107298,0,16096.645361107298
2022-03-17 06:00:00,16184.856714216048,0,16184.856714216048,0,16184.856714216048,0,16184.856714216048,0,16184.856714216048,0,16184.856714216048
2022-03-17 07:00:00,16569.535481041785,0,16569.535481041785,0,16569.535481041785,0,16569.535481041785,0,16569.535481041785,0,16569.535481041785
2022-03-17 08:00:00,16213.002724379236,0,16213.002724379236,0,16213.002724379236,0,16213.002724379236,0,16213.002724379236,0,16213.002724379236
2022-03-17 09:00:00,16422.424112468696,0,16422.424112468696,0,16422.424112468696,0,16422.424112468696,0,16422.424112468696,0,16422.424112468696
2022-03-17 10:00:00,16572.028778436183,0,16572.028778436183,0,16572.028778436183,0,16572.028778436183,0,16572.028778436183,0,16572.028778436183
2022-03-17 11:00:00,16736.252298745436,0,16736.252298745436,0,16736.252298745436,0,16736.252298745436,0,16736.252298745436,0,16736.252298745436
2022-03-17 12:00:00,17232.21827236677,0,17232.21827236677,0,17232.21827236677,0,17232.21827236677,0,17232.21827236677,0,17232.21827236677
2022-03-17 13:00:00,17678.770981190046,0,17678.770981190046,0,17678.770981190046,0,17678.770981190046,0,17678.770981190046,0,17678.770981190046
2022-03-17 14:00:00,18124.535065663196,0,18124.535065663196,0,18124.535065663196,0,18124.535065663196,0,18124.535065663196,0,18124.535065663196
2022-03-17 15:00:00,18571.055287868123,0,18571.055287868123,0,18571.055287868123,0,18571.055287868123,0,18571.055287868123,0,18571.055287868123
2022-03-17 16:00:00,18831.67411207355,0,18831.67411207355,0,18831.67411207355,0,18831.67411207355,0,18831.67411207355,0,18831.67411207355
2022-03-17 17:00:00,18656.35148211383,0,18656.35148211383,0,18656.35148211383,0,18656.35148211383,0,18656.35148211383,0,18656.35148211383
2022-03-17 18:00:00,18172.982140601613,0,18172.982140601613,0,18172.982140601613,0,18172.982140601613,0,18172.982140601613,0,18172.982140601613
2022-03-17 19:00:00,17226.007973297328,0,17226.007973297328,0,17226.007973297328,0,17226.007973297328,0,17226.007973297328,0,17226.007973297328
2022-03-17 20:00:00,16951.02219919909,0,16951.02219919909,0,16951.02219919909,0,16951.02219919909,0,16951.02219919909,0,16951.02219919909
2022-03-17 21:00:00,16956.374326264136,0,16956.374326264136,0,16956.374326264136,0,16956.374326264136,0,16956.374326264136,0,16956.374326264136
2022-03-17 22:00:00,16575.07516298149,0,16575.07516298149,0,16575.07516298149,0,16575.07516298149,0,16575.07516298149,0,16575.07516298149
2022-03-17 23:00:00,16558.12813132217,0,16558.12813132217,0,16558.12813132217,0,16558.12813132217,0,16558.12813132217,0,16558.12813132217
